case_id,p_name,p_year,p_state,p_county,ylat,xlong,p_cap_ac
401476,"River Bend Solar, LLC",2016,AL,Lauderdale,34.833809,-87.838394,75
401807,Lafayette Solar Farm,2017,AL,Chambers,32.872425,-85.390289,79.2
403007,Muscle Shoals,2021,AL,Colbert,34.763344,-87.919693,227
401345,Fort Benning Solar Facility,2015,AL,Russell,32.303879,-84.990349,30
404620,Black Bear Solar 1,2020,AL,Montgomery,32.200626,-86.330238,100
404683,OE_ALD,2020,AL,Covington,31.015305,-86.590851,80
402231,Stuttgart Solar,2018,AR,Arkansas,34.440144,-91.441673,81
403528,Chicot Solar,2020,AR,Chicot,33.475201,-91.357712,100
404572,Searcy Solar Hybrid,2019,AR,White,35.222858,-91.695137,100
405537,Happy Solar 1,2023,AR,White,35.170544,-91.655342,95
405871,"Big Cypress Solar, LLC",2023,AR,Crittenden,35.325874,-90.314941,180
406097,Newport Solar Project,2023,AR,Jackson,35.68988,-91.161003,180
406119,"Crooked Lake Solar, LLC",2024,AR,Mississippi,35.908592,-89.819077,175
401622,"Mesquite Solar 3, LLC",2016,AZ,Maricopa,33.340897,-112.950745,154
400148,Agua Caliente Solar Project,2014,AZ,Yuma,32.975842,-113.494888,290
400939,Avalon Solar,2014,AZ,Pima,32.030869,-110.958588,29
400845,Gila Bend Hybrid,2014,AZ,Maricopa,32.948589,-112.769775,37.1
400226,Avra Valley Solar,2013,AZ,Pima,32.371834,-111.283241,26.5
400250,Mesquite Solar 1,2012,AZ,Maricopa,33.34222,-112.919899,170
400349,Foothills Solar Plant Hybrid,2013,AZ,Yuma,32.6395,-114.431351,37.4
400240,Arlington Valley Solar Energy II,2013,AZ,Maricopa,33.304535,-112.833298,129
401214,Sandstone Solar,2015,AZ,Pinal,33.04158,-111.452179,45
401688,Bonnybrooke PV,2016,AZ,Pinal,33.053898,-111.340988,50
401726,Red Rock,2017,AZ,Pinal,32.553082,-111.283096,40
402236,Gray Hawk Solar,2018,AZ,Mohave,35.349159,-113.914261,46
400758,Red Horse 2,2015,AZ,Cochise,32.257198,-110.1576,55
401664,Sulphur Springs,2016,AZ,Cochise,32.066677,-109.92128,20.5
401609,Red Horse III,2016,AZ,Cochise,32.265812,-110.156288,30
401621,"Mesquite Solar 2, LLC",2016,AZ,Maricopa,33.331272,-112.923386,100.8
401975,"Sun Streams, LLC",2020,AZ,Maricopa,33.355053,-112.836372,158
403572,OE_AZ1,2020,AZ,La Paz,33.77108,-113.654526,32.5
403674,Saint Solar,2021,AZ,Pinal,32.854229,-111.502708,100
402234,Kayenta Solar Project,2019,AZ,Navajo,36.788681,-110.238731,55.3
403643,Sun Streams 2,2021,AZ,Maricopa,33.321621,-112.817566,150
404187,"Wilmot Energy Center, LLC",2021,AZ,Pima,32.034618,-110.891869,130
405029,Solana Generating Station,2013,AZ,Maricopa,32.921631,-112.969841,280
404922,"Mesquite Solar 5, LLC",2022,AZ,Maricopa,33.356663,-112.914085,60
406038,"Mesquite Solar 4, LLC",2024,AZ,Maricopa,33.326782,-112.918701,52.5
406517,Sun Streams 3,2024,AZ,Maricopa,33.31216,-112.801582,215
406034,Storey Solar and Storage,2023,AZ,Pinal,32.8913,-111.499619,122
406275,Sonoran Solar Energy,2023,AZ,Maricopa,33.244144,-112.540268,490
406279,McFarland A Solar and Storage,2023,AZ,Yuma,32.937328,-113.46978,200
406171,Eleven Mile Solar Center,2024,AZ,Pinal,32.867287,-111.583183,300
406098,"West Line Solar, LLC",2022,AZ,Pinal,32.834732,-111.592674,100
405635,"Central Line Solar, LLC",2022,AZ,Pinal,32.839687,-111.577103,100
403257,East Line Solar,2020,AZ,Pinal,32.844509,-111.558693,100
400246,Topaz Solar Farm,2014,CA,San Luis Obispo,35.372162,-120.055847,585.9
400181,Imperial Solar Energy Center West,2016,CA,Imperial,32.770428,-115.784019,148.7
400372,Axium Modesto Solar,2012,CA,Stanislaus,37.736553,-120.990341,25.8
400500,Atwell Island,2013,CA,Tulare,35.815506,-119.451019,20.2
400347,"Desert Sunlight 300, LLC",2014,CA,Riverside,33.818886,-115.389389,313.7
400626,Solar Gen 2 Solar Facility,2014,CA,Imperial,33.083042,-115.468666,155.1
400377,"Imperial Valley Solar Company 1, LLC",2012,CA,Imperial,33.246208,-115.497093,23
400351,Alpaugh 50,2012,CA,Tulare,35.899235,-119.439537,50
400543,Campo Verde Solar,2013,CA,Imperial,32.746948,-115.71212,147.4
400251,"Catalina Solar, LLC",2012,CA,Kern,34.930923,-118.333778,110
400164,California Valley Solar Ranch,2013,CA,San Luis Obispo,35.317455,-119.925659,250
400150,AV Solar Ranch One,2014,CA,Los Angeles,34.780018,-118.427361,241.5
400168,Solar Borrego I,2013,CA,San Diego,33.291626,-116.353821,26
400221,Regulus Solar Project,2014,CA,Kern,35.299591,-118.848846,60
400057,"Solar Blythe, LLC",2009,CA,Riverside,33.591465,-114.745087,21
400136,Panoche Valley Solar Farm,2018,CA,San Benito,36.629772,-120.891312,140
400540,McCoy Solar Energy Project Hybrid,2016,CA,Riverside,33.701519,-114.75563,270.6
404604,"Rancho Seco Solar II, LLC",2020,CA,Sacramento,38.34787,-121.1119,160
401260,Seville 2,2015,CA,Imperial,33.109169,-116.002991,30
400828,Henrietta Solar Project,2016,CA,Kings,36.21822,-119.80423,102
400926,"RE Mustang, LLC",2016,CA,Kings,36.240337,-119.915245,100
401130,Five Points Solar Park,2016,CA,Fresno,36.393475,-120.23996,60
401456,"CA Flats Solar 130, LLC",2017,CA,Monterey,35.871853,-120.331581,130
401462,"Cuyama Solar, LLC",2017,CA,Santa Barbara,34.901577,-119.590942,40
401415,RE Astoria 2,2016,CA,Kern,34.829704,-118.4795,75
401411,Elevation Solar C,2016,CA,Los Angeles,34.726624,-118.302391,40
401369,Corcoran Solar 3,2016,CA,Kings,36.148209,-119.589127,21.2
401394,"Great Valley Solar Portfolio Holdings, LLC",2018,CA,Fresno,36.585163,-120.379234,200
400659,Stateline Solar,2016,CA,San Bernardino,35.585564,-115.43457,299.5
401393,RE Tranquillity,2016,CA,Fresno,36.578026,-120.405678,205.3
401050,"Algonquin SKIC 20 Solar, LLC",2015,CA,Kern,35.125679,-119.2425,22
400999,Beacon Solar Plant Site 5,2017,CA,Kern,35.247032,-118.034775,36
401003,Hecate Energy Beacon Solar 4,2016,CA,Kern,35.251896,-118.02507,50
401001,Hecate Energy Beacon Solar 1,2017,CA,Kern,35.266567,-118.015305,56
401000,Beacon Solar Plant Site 2,2017,CA,Kern,35.260677,-117.997475,45
401138,Springbok Solar Farm 1,2016,CA,Kern,35.251659,-117.956573,105
401002,Hecate Energy Beacon Solar 3,2016,CA,Kern,35.248543,-118.009056,56
401328,Springbok Solar Farm 2,2016,CA,Kern,35.24881,-117.973625,155
400692,Lost Hills/Blackwell,2015,CA,Kern,35.623013,-119.854256,32
400693,North Star Solar,2015,CA,Fresno,36.72736,-120.414696,62.5
401013,Quinto Solar PV Project,2015,CA,Merced,37.120708,-121.038841,105.1
401132,Wright Solar Park,2019,CA,Merced,37.014652,-120.957298,200
401457,"CA Flats Solar 150, LLC",2019,CA,Monterey,35.83498,-120.29731,150
401414,RE Astoria,2016,CA,Kern,34.844391,-118.452705,100
400837,Hayworth Solar,2015,CA,Kern,35.327858,-118.815445,26.7
401137,Borden Solar Farm,2020,CA,Madera,36.941391,-119.962639,50
401352,"Little Bear Solar 1, LLC",2020,CA,Fresno,36.716335,-120.414268,40
404603,Athos Solar Project,2019,CA,Riverside,33.753075,-115.345924,250
404294,Hudson-High Desert Hybrid,2021,CA,San Bernardino,34.633167,-117.370224,100
401795,Solar Blythe 2,2017,CA,Riverside,33.624294,-114.699181,21
401583,Midway Solar Farm II,2017,CA,Imperial,33.165443,-115.540627,30
401974,Colgreen North Shore Solar Farm,2018,CA,Riverside,33.548775,-115.981735,74.8
401555,Solverde 1,2016,CA,Los Angeles,34.657696,-118.29789,85
401582,RE Garland,2016,CA,Kern,34.826447,-118.532463,180
401503,"Blythe Solar 110, LLC",2016,CA,Riverside,33.673668,-114.73806,109.8
401502,"Blythe Solar II, LLC",2016,CA,Riverside,33.684155,-114.739769,131.2
401668,RE Barren Ridge 1,2016,CA,Kern,35.205166,-118.069511,62
401640,Midway Solar Farm I,2018,CA,Imperial,33.165607,-115.549263,50
402786,Citizens Imperial Solar,2019,CA,Imperial,33.186401,-115.428879,30
402750,San Pablo Raceway,2019,CA,Los Angeles,34.723698,-118.280312,100
402370,Vandenberg Solar Project,2017,CA,Santa Barbara,34.746334,-120.510315,20.6
401556,Antelope DSR 1,2016,CA,Los Angeles,34.654957,-118.281021,50
402232,Antelope Expansion 2,2018,CA,Los Angeles,34.742062,-118.302513,105
401742,Springbok 3 Solar Farm Hybrid,2019,CA,Kern,35.284988,-118.005135,90
401936,"American Kings Solar, LLC",2020,CA,Kings,36.24939,-119.90062,128
403009,Little Bear 4,2020,CA,Fresno,36.709023,-120.414383,50
403010,Little Bear 5,2020,CA,Fresno,36.709126,-120.396652,50
403060,Aquamarine,2021,CA,Kings,36.193733,-119.904221,250
403715,Chevron-Lost Hills Hybrid,2020,CA,Kern,35.603252,-119.697304,29
403867,"Golden Field Solar III, LLC",2020,CA,Kern,34.830055,-118.371048,192
403891,Titan Solar 1 (CA),2020,CA,Imperial,33.101456,-116.000259,75
403898,Central 40,2021,CA,Stanislaus,37.247696,-121.111816,40
402756,Mustang Two,2020,CA,Kings,36.212742,-119.893776,150
402874,"Desert Harvest, LLC",2020,CA,Riverside,33.795872,-115.373215,80
404004,"Desert Harvest II, LLC",2020,CA,Riverside,33.790791,-115.34259,70
404496,"Lockhart Solar PV, LLC",2023,CA,San Bernardino,35.027725,-117.356339,85
405004,Lockhart Solar PV II,2023,CA,San Bernardino,35.042198,-117.350082,75
404542,"RE Gaskell West 2, LLC",2023,CA,Kern,34.829086,-118.568596,45
400115,Alpine Solar,2013,CA,Los Angeles,34.794643,-118.511269,66
404709,"Rabbitbrush Solar, LLC",2022,CA,Kern,34.876408,-118.353577,100
400511,Solar Star 1,2015,CA,Los Angeles,34.81847,-118.397118,314.4
402927,"Valentine Solar, LLC",2019,CA,Kern,34.910389,-118.391823,111.2
404762,"BigBeau Solar, LLC",2022,CA,Kern,34.910454,-118.355103,128
400512,Solar Star 2,2015,CA,Kern,34.829727,-118.441154,279.5
401632,"Willow Spring Solar, LLC",2019,CA,Kern,34.830528,-118.333725,100
402297,Mount Signal Solar Farm II,2020,CA,Imperial,32.660358,-115.629929,153.5
402201,Mount Signal Solar Farm V,2018,CA,Imperial,32.668293,-115.559746,252.3
403798,Slate Hybrid,2021,CA,Kings,36.218998,-119.874229,50.5
400829,"RE Camelot, LLC",2014,CA,Kern,35.023308,-118.172401,45
404753,Edwards Sanborn S1,2021,CA,Kern,35.02021,-118.125366,44.6
404752,Edwards Sanborn S3,2022,CA,Kern,34.989754,-118.101585,37.7
404881,Edwards Sanborn S4,2022,CA,Kern,34.974834,-118.087578,41.2
404746,Edwards Sanborn E1A,2021,CA,Kern,34.963009,-118.103348,149.3
404384,Edwards Sanborn E3,2021,CA,Kern,34.939861,-118.135918,27.4
404747,Edwards Sanborn E2,2021,CA,Kern,34.944317,-118.08728,137.8
404749,Luciana,2022,CA,Tulare,35.817329,-119.063026,55.8
404775,Blythe Mesa Solar II,2021,CA,Riverside,33.575493,-114.740097,223.6
404686,Arlington Energy Center II,2021,CA,Riverside,33.706612,-114.785706,233
401504,"Blythe Solar III, LLC Hybrid",2020,CA,Riverside,33.65995,-114.73661800000001,137.4
404526,"Blythe Solar IV, LLC",2015,CA,Riverside,33.681889,-114.769531,137.4
402875,"Maverick Solar, LLC",2020,CA,Riverside,33.69952,-115.222992,125
404654,"Maverick Solar 4, LLC",2021,CA,Riverside,33.689774,-115.197685,100
404115,"SE Athos II, LLC",2021,CA,Riverside,33.739544,-115.318176,200
404891,Oberon Solar Project,2022,CA,Riverside,33.725693,-115.375221,250
404006,"Maverick Solar 6, LLC",2021,CA,Riverside,33.740593,-115.350586,100
404913,Ocotillo Wells,2023,CA,San Diego,33.081242,-116.086128,50
400297,"RE McKenzie 1, LLC",2012,CA,Sacramento,38.30571,-121.284538,30
401812,"Solar Star California, XLI, LLC",2016,CA,Kern,34.830257,-118.392372,54
401811,"Golden Fields Solar I, LLC",2016,CA,Kern,34.840446,-118.391136,54
400052,"Imperial Valley Solar, LLC",2014,CA,Imperial,32.674442,-115.602257,206.7
402578,Wistaria Ranch Solar,2018,CA,Imperial,32.661415,-115.606285,100
400527,Centinela Solar Energy,2014,CA,Imperial,32.683117,-115.646942,170
400180,Imperial Solar Energy Center South,2013,CA,Imperial,32.660618,-115.660683,130
404596,"Drew Solar, LLC",2022,CA,Imperial,32.686687,-115.667511,100
406330,Estrella Solar & Storage,2023,CA,Los Angeles,34.809135,-118.319283,56
406331,Raceway Solar & Storage,2024,CA,Kern,34.832397,-118.28421,125
405696,Scarlet Solar (CA),2024,CA,Fresno,36.610489,-120.357079,200
405973,Victory Pass,2024,CA,Riverside,33.704945,-115.282082,200
405974,Arica Solar,2024,CA,Riverside,33.722725,-115.265182,263
405628,Resurgence Solar,2023,CA,San Bernardino,35.014107,-117.555969,90
406273,Resurgence Solar II,2023,CA,San Bernardino,35.022346,-117.56604,48
405684,Daggett 2,2023,CA,San Bernardino,34.857754,-116.747269,182
405685,Daggett 3,2023,CA,San Bernardino,34.870911,-116.774918,300
405019,SEGS IX,1990,CA,San Bernardino,35.031879000000004,-117.337921,92
405546,Solar Blue,2023,CA,Kings,36.169018,-119.8992,250
404664,"Fifth Standard Solar PV, LLC (Hybrid)",2020,CA,Fresno,36.157837,-120.11573,150
400145,Cogentrix of Alamosa,2012,CO,Alamosa,37.598537,-105.951965,30
400124,San Luis Valley Solar Ranch,2011,CO,Alamosa,37.69418,-105.919807,30.4
401439,Hooper Solar,2015,CO,Alamosa,37.69455,-105.982552,52
401648,"Bison Solar, LLC",2016,CO,Larimer,40.864941,-105.012985,32.4
401619,"San Isabel Solar, LLC",2016,CO,Las Animas,37.371609,-104.474258,30
402611,Titan Solar,2018,CO,Arapahoe,39.686752,-104.013641,50
402973,Grazing Yak Solar,2019,CO,El Paso,38.972313,-104.252785,39.5
402742,"Pioneer Solar (CO), LLC",2021,CO,Adams,39.761879,-104.460846,80
403031,Palmer Solar,2020,CO,El Paso,38.633263,-104.661964,60
404768,Sun Mountain Solar 1,2021,CO,Pueblo,38.170128,-104.522804,200
404617,Rawhide Prairie Solar Hybrid,2021,CO,Larimer,40.843323,-105.015205,22
404622,Thunder Wolf Energy Center Hybrid,2022,CO,Pueblo,38.173016,-104.382111,248
405588,Pike Solar Hybrid,2023,CO,El Paso,38.672665,-104.612015,175
405781,"Hunter Solar, LLC (CO)",2023,CO,Arapahoe,39.62785,-104.466438,75
404619,Neptune Energy Center Hybrid,2020,CO,Pueblo,38.324463,-104.404037,325
404159,Quinebaug Solar,2021,CT,Windham,41.743187,-71.927963,49.4
403120,DWW Solar ll,2019,CT,Hartford,41.90403,-72.797028,26.4
404813,ENGIE Solidago Solar Project - Hybrid,2023,DE,New Castle,39.384129,-75.759148,50
400054,DeSoto Next Generation Solar Energy,2009,FL,DeSoto,27.321482,-81.802032,25
401429,Babcock Solar Energy Center Hybrid,2016,FL,Charlotte,26.864435,-81.740059,74.5
401444,Manatee Solar Energy Center,2016,FL,Manatee,27.628073,-82.355347,74.5
401245,Gulf Coast Solar Center III,2017,FL,Escambia,30.469383,-87.340782,50
402106,Horizon Solar Energy Center,2018,FL,Alachua,29.665009,-82.06192,74.5
402107,Coral Farms Solar Energy Center,2018,FL,Putnam,29.757494,-81.896782,74.5
402105,Indian River Solar Center,2018,FL,Indian River,27.571138,-80.570152,74.5
402117,Barefoot Bay Solar Energy Center,2018,FL,Brevard,27.870817,-80.526764,74.5
402110,Blue Cypress Solar Energy Center,2018,FL,Indian River,27.598927,-80.533325,74.5
402118,Loggerhead Solar Energy Center,2018,FL,St. Lucie,27.222321,-80.543037,74.5
402514,Balm Solar,2018,FL,Hillsborough,27.774101,-82.238976,74.4
402521,Payne Creek Solar,2018,FL,Polk,27.663151,-81.972038,70.3
402739,Citrus Ridge Solar,2018,FL,Orange,28.39167,-81.614944,52
402520,Lithia Solar,2019,FL,Hillsborough,27.754299,-82.164894,74.5
402516,Grange Hall Solar,2019,FL,Hillsborough,27.681393,-82.207016,61.1
402589,Pioneer Trail Solar Energy Center,2019,FL,Volusia,29.009501,-81.097832,74.5
402590,Interstate Solar Energy Center,2019,FL,St. Lucie,27.487631,-80.442604,74.5
402588,Miami Dade Solar Energy Center,2019,FL,Miami-Dade,25.644358,-80.488152,74.5
403057,Trenton Solar Power Plant,2019,FL,Gilchrist,29.637594,-82.843208,74.9
401243,Gulf Coast Solar Center I,2017,FL,Okaloosa,30.515665,-86.52536,30
401244,Gulf Coast Solar Center II,2017,FL,Santa Rosa,30.42832,-86.893463,40
402109,Hammock Solar,2018,FL,Hendry,26.68733,-81.31633,74.5
402608,Hamilton Solar Power Plant,2018,FL,Hamilton,30.449667,-83.189926,74.9
402585,Sunshine Gateway Solar Energy Center,2019,FL,Columbia,30.280457,-82.778534,74.5
402515,Bonnie Mine Solar,2019,FL,Polk,27.879711,-81.916634,37.5
402522,Peace Creek Solar,2019,FL,Polk,27.915186,-81.808662,55
402517,Lake Hancock Solar,2019,FL,Polk,27.929516,-81.864021,49.6
403055,Lake Placid Solar Power Plant,2019,FL,Highlands,27.330336,-81.371429,45
403464,"FL Solar 4, LLC",2019,FL,Leon,30.396454,-84.369629,42
403106,Babcock Preserve,2020,FL,Charlotte,26.858892,-81.726486,74.5
402890,Hibiscus Solar Energy Center,2020,FL,Palm Beach,26.757898,-80.335411,74.5
402982,Sweetbay Solar Center,2020,FL,Martin,27.059099,-80.474358,74.5
403103,Blue Heron Solar,2020,FL,Hendry,26.700018,-81.133675,74.5
403113,Northern Preserve Solar,2020,FL,Baker,30.232534,-82.251335,74.5
403176,Little Manatee River Solar,2020,FL,Hillsborough,27.684187,-82.412498,74.5
403268,Nassau Solar Center,2020,FL,Nassau,30.526798,-81.894264,74.5
403270,Trailside Solar Center,2020,FL,St. Johns,29.760891,-81.433807,74.5
403274,Lakeside Solar Center,2020,FL,Okeechobee,27.219654,-80.74102,74.5
403276,Pelican Solar Center,2021,FL,St. Lucie,27.542852,-80.570923,74.5
402523,Wimauma Solar,2020,FL,Hillsborough,27.735609,-82.270271,74.5
402734,Columbia Solar Power Plant,2020,FL,Columbia,29.890247,-82.686836,74.9
403269,Magnolia Springs Solar Center,2021,FL,Clay,29.880419,-81.694908,74.5
403272,Orange Blossom Solar Center,2021,FL,Indian River,27.5998,-80.565987,74.5
403273,Palm Bay Solar,2021,FL,Brevard,27.855156,-80.669044,74.5
403277,Egret Solar Center,2020,FL,Baker,30.294641,-82.185951,74.5
403401,Discovery Solar Center,2021,FL,Brevard,28.534895,-80.677277,74.5
403402,Sabal Palm Solar Center,2021,FL,Palm Beach,26.775719,-80.348129,74.5
403681,Durrance,2021,FL,Polk,27.79196,-82.000084,60
403737,Harmony Solar,2020,FL,Osceola,28.163914,-81.110855,74.5
403738,Taylor Creek Solar,2020,FL,Orange,28.504553,-81.038643,74.5
404118,Willow Solar Energy Center,2021,FL,Manatee,27.449955,-82.079102,74.5
404408,Cotton Creek Solar Energy Center,2021,FL,Escambia,30.850481,-87.346039,74.5
403028,Echo River Solar,2020,FL,Suwannee,30.296288,-82.868484,74.5
403030,Southfork Solar,2020,FL,Manatee,27.571207,-82.19017,74.5
403056,Debary Solar Power Plant,2020,FL,Volusia,28.897612,-81.329536,74.5
403105,Twin Lakes,2020,FL,Putnam,29.607748,-81.834793,74.5
