case_id,p_name,p_year,p_state,p_county,ylat,xlong,p_cap_ac
402691,"Techren Solar III, LLC",2020,NV,Clark,35.845833,-114.969971,25
402692,"Techren Solar IV, LLC",2020,NV,Clark,35.892361,-114.936028,25
403001,Techren Solar V,2020,NV,Clark,35.899857,-114.926453,50
403884,"Turquoise Nevada, LLC",2020,NV,Washoe,39.586124,-119.52317,54.6
403688,"Copper Mountain Solar 5, LLC",2021,NV,Clark,35.772675,-114.981583,250
403386,"Harry Allen Solar Energy, LLC",2021,NV,Clark,36.425518,-114.923187,100
404659,Fish Springs,2021,NV,Washoe,40.080166,-119.968262,100
404971,Yellow Pine Solar,2023,NV,Clark,36.056126,-115.792412,93.8
406448,Yellow Pine II,2024,NV,Clark,36.069069,-115.811806,60
405385,Arrow Canyon Solar Hybrid,2023,NV,Clark,36.54002,-114.825165,200
405553,Dodge Flat,2022,NV,Washoe,39.656128,-119.345947,200
405495,Gemini Solar,2024,NV,Clark,36.448883,-114.761734,690
405556,Dry Lake Solar Energy Center,2024,NV,Clark,36.42807,-114.888336,150
400215,"Long Island Solar Farm, LLC",2011,NY,Suffolk,40.866062,-72.850609,31.5
401464,Shoreham Solar Commons,2018,NY,Suffolk,40.933575,-72.888412,24.9
405951,Calverton Solar Energy Center,2022,NY,Suffolk,40.910461,-72.754776,22.9
406001,"East Point Energy Center, LLC",2024,NY,Schoharie,42.771664,-74.551491,50
402884,Hillcrest Solar,2021,OH,Brown,39.083664,-83.881683,200
403344,"Hardin Solar Energy, LLC",2021,OH,Hardin,40.663685,-83.814896,150
404811,Salt City Solar Project - Hybrid,2022,OH,Ross,39.421867,-82.965683,49.9
405646,"Big Plain Solar, LLC",2023,OH,Madison,39.848686,-83.325645,196
405678,"Yellowbud Solar, LLC",2023,OH,Ross,39.48925,-83.044785,274
405420,"Hecate Energy Highland, LLC",2024,OH,Highland,39.086082,-83.810081,300
405686,New Market Solar,2024,OH,Highland,39.081089,-83.771286,65
405774,Nestlewood Solar,2023,OH,Brown,38.922783,-84.033455,80
405831,"Arche Energy Project, LLC",2024,OH,Fulton,41.659954,-84.273346,107
406124,"Madison Fields Solar Project, LLC",2024,OH,Madison,40.088528,-83.479355,180
406166,Blue Harvest Solar Park,2023,OH,Putnam,41.084629,-84.28981,49.9
406167,Timber Road Solar Park,2023,OH,Paulding,41.109039,-84.716316,49.9
406497,Fox Squirrel Solar,2023,OH,Madison,39.78965,-83.342392,577
406364,North Fork Solar Project,2024,OK,Kiowa,34.62748,-98.977104,120
402115,Solar Star Oregon II,2017,OR,Crook,44.183853,-120.916557,56
403069,Airport Solar,2019,OR,Lake,42.164444,-120.410133,47.3
404577,Wheatridge Hybrid,2019,OR,Morrow,45.559696,-119.609863,50
404605,Montague Solar,2019,OR,Gilliam,45.536312,-120.175377,162
405453,"Prineville Solar Energy, LLC",2021,OR,Crook,44.252544,-120.883263,40
405454,"Millican Solar Energy, LLC",2021,OR,Crook,44.269852,-120.878571,70
406382,Skysol,2023,OR,Klamath,42.04673,-121.496002,55
406277,"Adams Solar, LLC PA",2023,PA,Adams,39.881115,-77.219467,80
403770,"University Solar, LLC",2019,RI,Kent,41.616108,-71.658104,24
405429,Dry Bridge Solar (Brown University),2023,RI,Washington,41.556717,-71.507401,40
406361,Robin Hollow Solar,2023,RI,Kent,41.632137,-71.638893,40.7
401852,Moffett Solar Project,2017,SC,Jasper,32.641582,-80.989311,71.4
402598,"Shaw Creek Solar, LLC",2019,SC,Aiken,33.675499,-81.748238,74.9
402387,Estill Solar,2017,SC,Hampton,32.765388,-81.24649,20.4
402729,Peony Solar,2018,SC,Orangeburg,33.50304,-81.253349,39
403137,Palmetto Plains,2019,SC,Orangeburg,33.340736,-80.704826,74.9
402545,Seabrook Solar,2019,SC,Beaufort,32.565277,-80.73172,72.5
403223,TWE Bowman Solar Project,2020,SC,Orangeburg,33.316685,-80.677956,75
403716,Lily Solar,2020,SC,Allendale,33.094173,-81.434868,70
403859,Midlands,2020,SC,Calhoun,33.654564,-80.956215,72.1
403512,Huntley,2020,SC,Orangeburg,33.332237,-80.632294,75
404463,"Centerfield Cooper Solar, LLC",2020,SC,Chesterfield,34.69524,-80.144264,75
404624,"Allora Solar, LLC",2020,SC,Lexington,33.888706,-81.398148,75
404627,"Gunsight Solar, LLC",2020,SC,Lexington,33.761097,-81.069794,75
405006,Eastover Solar,2023,SC,Richland,33.918137,-80.653732,73.6
406033,"Landrace Holdings, LLC",2023,SC,Horry,33.732311,-79.091339,55
406290,Beulah Solar,2022,SC,Saluda,33.94854,-81.574425,74.9
401796,Millington Solar Farm,2018,TN,Shelby,35.35231,-89.855423,53
404616,Elora Solar,2020,TN,Lincoln,35.050964,-86.351189,150
404871,SR McKellar,2022,TN,Madison,35.580486,-88.937355,70
405630,OETN1,2023,TN,Obion,36.38459,-88.988647,100
405926,SR Bell Buckle,2023,TN,Bedford,35.579594,-86.461449,35
400695,"OCI Alamo 4, LLC",2014,TX,Kinney,29.319771,-100.386055,39.6
400966,"OCI Alamo 5, LLC",2015,TX,Uvalde,29.217829,-99.70681,95
400968,"OCI Alamo 7, LLC",2016,TX,Haskell,33.010193,-99.613426,106.4
401430,RE Roserock,2016,TX,Pecos,30.963266,-103.297394,157.5
400967,Alamo 6,2017,TX,Pecos,30.991924,-102.27182,110.2
401703,East Pecos Solar,2017,TX,Pecos,31.003794,-102.281967,120
401463,Buckthorn Westex,2018,TX,Pecos,31.08082,-102.839348,154
402083,Solaire Holman Solar Project,2017,TX,Brewster,30.457628,-103.482521,50
401660,Lamesa Solar,2017,TX,Dawson,32.722221,-101.925407,102
401868,Pearl Solar,2017,TX,Pecos,31.014885,-102.263947,50
402541,Lamesa II,2018,TX,Dawson,32.710442,-101.898102,50
401946,Bluebell Solar,2018,TX,Sterling,31.869267,-100.829422,30
403004,Lapetus,2019,TX,Andrews,32.457108,-102.687569,100.7
401805,Upton County Solar,2017,TX,Upton,31.252308,-102.267303,157.5
401525,Castle Gap Solar Hybrid,2018,TX,Upton,31.262043,-102.280708,180
402679,Phoebe Solar,2019,TX,Winkler,31.837795,-102.862061,250
402995,West of the Pecos Solar,2019,TX,Winkler,31.85146,-102.868446,100
400593,OCI Alamo Solar I Hybrid,2013,TX,Bexar,29.271652,-98.445457,40.7
400691,Barilla Solar,2015,TX,Pecos,30.959105,-103.352798,29.8
402304,Midway Solar-TX,2018,TX,Pecos,30.994703,-102.221558,182
400249,Webberville Solar Project,2011,TX,Travis,30.238495,-97.508568,30
402721,Holstein 1 Solar Farm,2020,TX,Nolan,32.092739,-100.172325,204.4
402848,Rambler,2020,TX,Tom Green,31.52515,-100.627625,200
402909,Misae Solar,2020,TX,Childress,34.386738,-100.153069,240
403070,"Roadrunner, LLC",2020,TX,Upton,31.216244,-102.196327,410
403177,Prospero Solar,2020,TX,Andrews,32.306576,-102.858299,303.6
403188,Coniglio Solar,2021,TX,Fannin,33.41058,-96.071564,123.6
403210,Greasewood,2021,TX,Pecos,31.035858,-102.464859,255
403279,Oberon IB,2020,TX,Ector,31.694273,-102.688362,30
403280,Oberon IA,2020,TX,Ector,31.708208,-102.692406,150
403502,2W Permian Solar Project Hybrid,2021,TX,Andrews,32.091869,-102.572243,420
403514,Wagyu,2020,TX,Brazoria,29.243553,-95.657944,120
403574,Bluebell Solar II,2020,TX,Sterling,31.887928,-100.838898,115
403697,CED Crane Solar,2020,TX,Crane,31.259253,-102.322044,152.5
403825,Briar Creek Solar 1,2021,TX,Navarro,32.069065,-96.572624,127
403874,Lily Solar Hybrid,2021,TX,Kaufman,32.527267,-96.428589,146
404128,Prospero Solar II,2021,TX,Andrews,32.27354,-102.878975,250
404247,"Corazon Energy, LLC",2021,TX,Webb,27.656843,-99.231819,200
403189,Rippey Solar,2020,TX,Cooke,33.552929,-97.178383,59.8
403190,Kellam Solar,2020,TX,Van Zandt,32.475121,-95.713997,59.8
403551,Titan Solar Project,2021,TX,Culberson,31.678341,-104.458664,260
403557,Aragorn Solar Project,2021,TX,Culberson,31.724195,-104.449905,180
403823,Elm Branch Solar 1,2021,TX,Ellis,32.234608,-96.707138,134.7
403883,Azure Sky Solar,2021,TX,Haskell,32.994728,-99.617294,225
403962,"ANSON Solar Center, LLC",2021,TX,Jones,32.792057,-99.924446,200
404062,Elara Solar,2021,TX,Frio,28.912172,-99.156967,130
400227,East Blackland Solar Project 1,2021,TX,Travis,30.425228,-97.458992,144
402290,RE Maplewood,2021,TX,Pecos,30.982512,-102.249458,250
404567,G.S.E. One LLC,2020,TX,Fannin,33.477825,-96.141479,82.5
404587,Fighting Jays Solar Project,2016,TX,Fort Bend,29.351307,-95.737518,227.5
404599,Emerald Grove,2019,TX,Crane,31.101442,-102.345306,108
404681,Brazoria West,2021,TX,Brazoria,29.213352,-95.65641,200
404721,"Blue Jay Solar I, LLC",2021,TX,Grimes,30.707882,-96.073242,210
405689,"IP Radian, LLC",2023,TX,Brown,31.572208,-99.192154,320
404812,Sun Valley Solar Project,2022,TX,Hill,31.854122,-97.023682,250
404853,"Longbow Solar, LLC",2023,TX,Brazoria,29.289724,-95.29863,57
404872,"Pisgah Ridge Solar, LLC",2022,TX,Navarro,31.881886,-96.472771,250
404877,Nebula Solar,2022,TX,Cameron,26.095959,-97.802528,135
404878,Vancourt Solar Interconnections,2022,TX,Cameron,26.112761,-97.796677,45
404939,Brazoria County Solar Project (Danciger),2022,TX,Brazoria,29.19273,-95.756935,203
404966,BPL Files Solar,2023,TX,Hill,32.192924,-97.059677,157.5
403023,"Taygete Energy Project, LLC",2021,TX,Pecos,31.182878,-103.161224,255
404647,Taygete II Energy Project,2022,TX,Pecos,31.154892,-103.107361,203.8
403481,Impact Solar 1,2020,TX,Lamar,33.40966,-95.325417,198.5
404630,"Samson Solar Energy III, LLC",2020,TX,Red River,33.442375,-95.302177,250
405363,Galloway 1 Solar Farm,2021,TX,Concho,31.433855,-99.848335,250
405477,Brightside,2022,TX,Live Oak,28.452982,-97.983566,50.7
403232,"ENGIE Long Draw Solar, LLC",2020,TX,Borden,32.75209,-101.620338,225
405492,Juno Solar Project,2021,TX,Borden,32.777416,-101.629463,302.5
405494,Galloway 2 Solar Farm,2023,TX,Concho,31.459858,-99.88427,110
405540,"Ellis Solar, LLC",2023,TX,Ellis,32.466778,-97.047585,80
405564,"Fort Bend Solar, LLC",2023,TX,Fort Bend,29.547371,-95.972557,240
405700,Aktina Solar,2023,TX,Wharton,29.125406,-96.263847,500
405727,Bernard Creek Solar,2023,TX,Wharton,29.443071,-96.100616,230
405794,Noble Solar,2022,TX,Denton,33.310181,-97.350624,275
405801,Horizon Solar,2023,TX,Frio,28.938917,-99.11097,200
405809,Shakes Solar,2022,TX,Dimmit,28.585773,-99.73436,200
405939,Texas Solar Nova 1,2023,TX,Kent,33.334587,-100.992699,252
406178,"Cutlass Solar 1, LLC",2022,TX,Fort Bend,29.41548,-95.739479,110.9
406202,Grizzly Ridge Solar,2023,TX,Hamilton,31.736883,-98.214119,100
406206,Five Wells Solar Center - Hybrid,2023,TX,Bell,31.011946,-97.222122,355.4
406221,Eiffel Solar Project,2023,TX,Lamar,33.612534,-95.514503,240
406386,Umbriel Solar,2023,TX,Polk,30.655241,-94.778198,150
406415,Dileo Solar,2023,TX,Bosque,31.78318,-97.51252,71.4
406416,Pitts Dudik Solar,2023,TX,Hill,31.891066,-96.871956,49.6
406516,Ganado Solar,2023,TX,Jackson,29.112066,-96.524223,150.5
405545,Sparta Solar,2024,TX,Bee,28.563444,-97.960541,250
405590,"Hecate Energy Frye Solar, LLC",2024,TX,Swisher,34.400757,-101.596031,500
405599,"BPL Crown Solar, LLC",2024,TX,Falls,31.325197,-97.09375,100
405932,Lumina II Solar Project,2024,TX,Scurry,32.899082,-100.771294,326.6
405933,Lumina Solar Project,2024,TX,Scurry,32.924625,-100.980515,326.6
405984,Waco Solar,2024,TX,Limestone,31.707106,-96.820755,400
406032,Tres Bahias,2024,TX,Calhoun,28.693417,-96.495766,196.3
406103,Zier Solar,2024,TX,Kinney,29.296541,-100.526833,160
406370,Hayhurst Texas Solar,2024,TX,Culberson,31.815825,-104.087044,24.8
401528,"Eastern Shore Solar, LLC",2016,VA,Accomack,37.940174,-75.586983,80
402736,Colonial Trail West,2019,VA,Surry,37.154366,-76.901215,142.4
402737,Spring Grove I,2020,VA,Surry,37.180016,-76.930054,97.9
402753,Pleinmont Solar 1,2020,VA,Spotsylvania,38.252872000000004,-77.724533,75
402754,Pleinmont Solar 2,2021,VA,Spotsylvania,38.231983,-77.780914,240
402755,Highlander Solar Energy Station 1,2020,VA,Spotsylvania,38.254669,-77.753754,165
403168,Desper Solar,2021,VA,Louisa,38.003742,-78.050034,88.2
403215,Grasshopper Solar,2020,VA,Mecklenburg,36.816418,-78.446037,80
403292,Whitehorn Solar,2021,VA,Pittsylvania,36.927944,-79.353233,50
403390,"Caden Energix Hickory, LLC",2020,VA,Chesapeake,36.626469,-76.191032,32
403717,Water Strider Solar,2021,VA,Halifax,37.011753,-79.033081,80
403807,"Greensville County Solar Project, LLC",2020,VA,Greensville,36.641964,-77.569046,80
403955,Altavista Solar,2021,VA,Campbell,37.144112,-79.356606,80
404038,Mechanicsville Solar,2020,VA,Hanover,37.667034,-77.199844,25
404455,Bedford Solar,2021,VA,Chesapeake,36.69709,-76.162407,70
402338,"Southampton Solar, LLC",2017,VA,Southampton,36.611179,-77.209129,103.6
404576,Skipjack Solar Center,2011,VA,Charles City,37.380608,-77.187569,175
404578,Meherrin Solar,2019,VA,Greensville,36.596081,-77.656151,59.6
404579,Piney Creek Solar,2021,VA,Halifax,36.821072,-78.774887,80
404589,Bluestone Solar,2021,VA,Mecklenburg,36.809048,-78.488098,49.9
404656,Sycamore Solar,2017,VA,Pittsylvania,36.930519,-79.231766,42
404814,Powells Creek Solar - Hybrid,2022,VA,Halifax,36.549603,-79.017929,70
404815,Sunnybrook Solar Project - Hybrid,2023,VA,Halifax,36.801189,-78.833344,51
404818,Fort Powhatan Solar,2021,VA,Prince George,37.257725,-77.094055,150
404580,Sadler Solar,2022,VA,Greensville,36.697598,-77.611832,100
405776,"Caden Energix Endless Caverns, LLC",2023,VA,Rockingham,38.608379,-78.680099,31.4
405779,"Waverly Solar, LLC",2023,VA,Sussex,37.018913,-77.14817,118
406247,Chesapeake Solar Project,2023,VA,Chesapeake,36.681305,-76.302345,132
406278,"Caden Energix Axton, LLC",2023,VA,Henry,36.633461,-79.696426,66
406358,Crystal Hill Solar,2023,VA,Halifax,36.836601,-78.936012,64.7
406476,Foxhound,2024,VA,Halifax,36.877331,-78.739166,83
406574,Cavalier Solar,2024,VA,Surry,37.048488999999996,-76.769188,155.6
405552,Otter Creek Solar,2023,VA,Mecklenburg,36.809818,-78.519104,60
405511,Lund Hill Solar,2022,WA,Klickitat,45.867138,-120.240051,150
404188,Point Beach Solar,2021,WI,Manitowoc,44.274342,-87.555397,100
403397,Two Creeks Solar,2020,WI,Manitowoc,44.265614,-87.538559,150
403289,Badger Hollow I,2021,WI,Iowa,42.943043,-90.361107,150
404764,Bear Creek,2022,WI,Richland,43.197803,-90.214592,50
404765,North Rock,2022,WI,Rock,42.809021,-89.105873,50
404766,Wood County,2022,WI,Wood,44.278618,-89.846519,150
405614,Badger Hollow II,2023,WI,Iowa,42.950233,-90.328629,150
405710,Cassville Solar,2023,WI,Grant,42.740002,-90.919785,50
405711,Springfield Solar (WI),2023,WI,Dodge,43.612568,-88.469109,100
405712,Albany Solar (WI),2023,WI,Green,42.648762,-89.377533,50
405713,Paddock Solar,2023,WI,Rock,42.554539,-89.097687,65
405714,Wautoma Solar,2023,WI,Waushara,44.058681,-89.306801,99
405715,Beaver Dam Solar,2023,WI,Dodge,43.495617,-88.767746,50
405719,Grant County,2024,WI,Grant,42.741837,-90.673111,200
405720,Onion River,2023,WI,Sheboygan,43.608192,-87.894791,150
405721,Crawfish River,2023,WI,Jefferson,42.992474,-88.862198,75
406176,Blake Solar Plant,2024,WV,Jefferson,39.255634,-77.831795,96
402305,Sweetwater Solar,2018,WY,Sweetwater,41.626965,-109.682785,80
406468,South Cheyenne Solar,2024,WY,Laramie,41.016609,-104.800316,150
405704,"Fall River Solar, LLC",2023,SD,Fall River,43.155136,-103.339722,80
406413,Wild Springs,2024,SD,Pennington,44.071808,-102.834801,128
401399,"Granite Mountain Solar East, LLC",2016,UT,Iron,37.772099,-113.232117,80
400669,Utah Red Hills Renewable Energy Park,2015,UT,Iron,37.885803,-112.894279,80
401713,"Pavant Solar II, LLC",2016,UT,Millard,39.161373,-112.356026,50
401248,"Pavant Solar, LLC",2015,UT,Millard,39.150066,-112.349663,50
401395,"Iron Springs Solar, LLC",2016,UT,Iron,37.725788,-113.162285,80
401033,"Enterprise Solar, LLC",2016,UT,Iron,37.644379,-113.605568,80
401035,"Escalante Solar II, LLC",2016,UT,Beaver,38.497295,-113.024017,80
401034,"Escalante Solar I, LLC",2016,UT,Beaver,38.524845,-113.034805,80
401036,"Escalante Solar III, LLC",2016,UT,Beaver,38.500725,-112.986847,80
404523,"Granite Mountain Solar West, LLC",2016,UT,Iron,37.785652,-113.280228,50.4
402986,Sage Solar I-III,2019,UT,Rich,41.768463,-111.062004,57.6
403014,Cove Mountain Solar 2,2020,UT,Iron,37.636162,-113.631348,122
403119,"Hunter Solar, LLC (UT)",2021,UT,Emery,39.134796,-111.054512,100
403214,Milford Solar 1,2020,UT,Beaver,38.510654,-113.034401,99
404574,"Sigurd Solar, LLC",2019,UT,Sevier,38.839245,-112.011673,80
404662,Graphite Solar I,2021,UT,Carbon,39.554283,-110.710663,80
404979,Red Mesa Solar Project,2023,UT,San Juan,37.121346,-109.411278,72
403013,Cove Mountain Solar,2020,UT,Iron,37.622822,-113.618568,58
405562,"Rocket Solar, LLC",2024,UT,Box Elder,41.640026,-112.45668,80
405455,Clover Creek Solar Community Solar,2021,UT,Juab,39.843189,-111.889305,80
405563,"Horseshoe Solar, LLC",2024,UT,Tooele,40.727978,-112.655098,75
405669,"Castle Solar, LLC",2024,UT,Emery,39.325111,-110.994942,40
406172,"Steel Solar, LLC",2024,UT,Box Elder,41.904198,-112.185135,80
401701,Three Peaks Power,2016,UT,Iron,37.828545,-113.12822,80
405949,Appaloosa Solar I,2024,UT,Iron,37.826595,-113.112129,120
401337,North Star Solar Project,2016,MN,Chisago,45.486179,-92.890152,100
401356,Marshall Solar Energy Project,2017,MN,Lyon,44.47229,-95.662041,62.3
404777,Hoot Lake Solar,2022,MN,Otter Tail,46.278885,-96.036057,49.9
403769,Sanford Solar,2020,ME,York,43.379795,-70.709984,49.4
404137,Farmington Solar,2021,ME,Franklin,44.650066,-70.080719,77
406013,Prairie Creek FL,2024,FL,DeSoto,27.04236,-81.802238,74.5
406280,Falmouth Renewable Energy Center,2024,FL,Suwannee,30.347172,-83.15258,74.9
405667,Holliday Creek Solar,2022,IA,Webster,42.568058,-94.101875,100
405544,"High Point Solar, LLC",2023,IL,Stephenson,42.447826,-89.910072,100
405469,Arroyo Solar Energy Storage Hybrid,2024,NM,McKinley,35.943916,-107.570198,300
406109,"Jicarilla Solar 1, LLC",2023,NM,Rio Arriba,36.232895,-107.273262,50
405026,TS Power Plant,2024,NV,Eureka,40.768028,-116.513199,100
406047,Great Cove Solar,2023,PA,Fulton,39.916313,-77.997505,70
405803,Maplewood Solar,2022,VA,Pittsylvania,36.882809,-79.483994,120
401709,ID Solar,2016,ID,Ada,43.438301,-116.327415,40
401484,Grand View Solar Two,2016,ID,Elmore,43.018082,-116.014023,80
404901,"Jackpot Solar, LLC",2022,ID,Twin Falls,42.200943,-114.630974,120
405000,"Black Mesa Solar, LLC",2023,ID,Elmore,42.900356,-115.191933,40
406483,Franklin Solar Hybrid,2024,ID,Twin Falls,42.204498,-114.607651,100
403826,Bighorn Solar 1,2021,CO,Pueblo,38.192551,-104.599098,240
401226,Comanche Solar,2016,CO,Pueblo,38.206665,-104.563347,120
